State,Carrier,Plan ID,Plan Name,Network,MA,Type,MOOP,Premium,Giveback,Medical,Rx,PCP,Specialist,Dental,Vision,Hearing, Transportation ,OTC,SSBCI,Notes,SummaryOfBenefits
MS,ZING,H4624-044,Zing Select Care TN-MS,HMO,MAPD,MAPD,$4500 IN,$0 ,$0 ,???,$0 ,$0 ,$25 ,"$2,150 ",$0 Copay / $350,$0 Copay / $750 3yrs,12 One Way,$150 Qtr,"$75 Mth - Food, Utilities",30hrs In Home Support,
MS,ZING,H4624-039,"Zing Elite Diabetes & Heart TN-MS (CVD, CHF, DM)",HMO,MAPD,CSNP- PSP,$4500 IN,$0 ,$0 ,???,$0 ,$0 ,$20 ,"$2,500 ",$0 Copay / $350,$0 Copay / $750 3yrs,30 One Way,see Healthy Option* ,"$170 Mth - Food,Utilities, OTC",60hrs In Home Support ,
MS,ZING,H4624-040,"Zing Select Diabetes & Heart TN-MS (CVD, CHF, DM)",HMO,MAPD,CSNP,$4500 IN,$0 ,$0 ,???,$0 ,$0 ,$20 ,"$2,500 ",$0 Copay / $350,$0 Copay / $750 3yrs,30 One Way,$90 Qtr,"$130 Mth - Food, Utilities",60hrs In Home Support,
MS,ZING,H4624-042,Zing Select Dialysis TN-MS (CKD),HMO,MAPD,CSNP,$4950 IN,$0 ,$0 ,???,$0 ,$0 ,$25 ,"$2,500 ",$0 Copay / $350,$0 Copay / $750 3yrs,14 One Way / Unlimited Stage 5 CKD,see Healthy Option* ,"$130 Mth - Food, Utilities, OTC, RICS",60hrs In Home Support,
MS,UHC,H8768-034-000,AARP Medicare Advantage From UHC MS 0003,PPO,MAPD,MAPD,$6700 IN,$0 ,$0 ,$0 ,$600 (Tiers 3-5),$0 ,$55 ,Rider,$200 ,$199-$1249 per dvc,No,$25 Qtr,n/a,,
MS,UHC,H8768-030-000,AARP Medicare Advantage From UHC MS 0002,PPO,MAPD,MAPD,$5900 IN,$45 ,$0 ,$0 ,$600 (Tiers 3-5),$0 ,$45 ,"$2,000 ",$200 ,$199-$1249 per dvc,No,$60 Qtr,n/a,,
MS,UHC,H5253-141-000,AARP Medicare Advantage from UHC MS-0001,HMO POS,MAPD,MAPD,$5900 IN,$0 ,$0 ,$0 ,$440 (Tiers 3-5),$0 ,$35 ,"$3,000 ",$250 ,$199-$1249 per dvc,No,$50 Qtr,n/a,,
MS,UHC,H5253-183-000,UHC Complete Care MS-6,HMO POS,MAPD,CSNP,$5900 IN,$0 ,$0 ,$0 ,$440 (Tiers 3-5),$0 ,$25 ,Rider,$250 ,$199-$1249 per dvc,No,see Healthy Option* ,"$65 Mth - OTC, Food Qualified Mbrs",,
MS,UHC,H5008-011-000,UHC Dual Complete MSS002,HMO POS,MAPD,DSNP,$0 ,$0 ,$0 ,$0 ,$615 (Tiers 2-5) *,$0 ,$0 ,"$1,500 ",$150 ,"$1,500 ",36 One Way,see Healthy Option* ,"$125 Mth - OTC, Food, Util Qualified Mbrs",RX Deductible $0 with LIS,
MS,UHC,H5008-017-000,UHC Dual Complete MS-S4,HMO POS,MAPD,DSNP,$0 ,$0 ,$0 ,$0 ,$615 (Tiers 2-5) *,$0 ,$0 ,"$2,500 ",$250 ,"$2,500 ",36 One Way,see Healthy Option* ,"$168 Mth - OTC, Food, Util Qualified Mbrs",RX Deductible $0 with LIS,
MS,UHC,H1889-011-000,UHC Dual Complete MS-S001,PPO,MAPD,DSNP,$0 ,$0 ,$0 ,$0 ,$615 (Tiers 2-5) *,$0 ,$0 ,"$2,000 ",$250 ,"$2,500 ",36 One Way $0 INN/75% OON,see Healthy Option* ,"$173 Mth - OTC, Food, Util Qualified Mbrs",RX Deductible $0 with LIS,
MS,UHC,H1889-032-000,UHC Dual Complete MS-S3,PPO,MAPD,DSNP,$0 ,$0 ,$0 ,$0 ,$615 (Tiers 2-5) *,$0 ,$0 ,"$3,000 ",$350 ,"$2,500 ",37 One Way $0 INN/75% OON,see Healthy Option* ,"$237 Mth - OTC, Food, Util Qualified Mbrs",RX Deductible $0 with LIS,
MS,UHC,H8768-031-000,AARP Medicare Advantage Patriot No RX MS-MA01,PPO,MA Only,GIVEBACK,$6700 IN,$0 ,$150 ,$0 ,n/a,$0 ,$35 ,"$5,000 ",$300 ,$199-$1249 per dvc,No,$160 Qtr,n/a,,
MS,UHC,H8768-040-000,AARP Medicare Advangate Giveback From UHC MS-4,PPO,MAPD,GIVEBACK,$8900 IN,$,$55 ,$0 ,$600 (Tiers 3-5),$0 ,$55 ,Rider,$150 ,$199-$1249 per dvc,No,n/a,n/a,,
MS,UHC,H5008-016-000,UHC Dual Complete MSV001,HMO POS,MAPD,DSNP,$5900 IN,$23.80*,$1.30 ,$0 ,$615 (Tiers 2-5) *,$0 ,$25 ,"$1,000 ",$200 ,$199-$1249 per dvc,24 One Way $0 INN,see Healthy Option* ,"$71 Mth - OTC Food, Util Qualifed Mbrs",RX Deductible $0 with LIS,
MS,WELLCARE,H1416-034,Wellcare Dual Access,HMO POS,MAPD,DSNP,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$0 ,"$3,000 ",$400 ,$750 per ear,24 One Way,$180 Mth,"See OTC - Gas, Food, Util, Rent, DVH, Asst",,
MS,WELLCARE,H0074-004,Wellcare Dual Access Open,PPO,MAPD,DSNP,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$0 ,No Annual Max,$400 ,$500 pear ear,12 One Way,$77 Mth,"See OTC - Gas, Food, Util, Rent, DVH, Asst",,Wellcare Dual Access Open SOB H074-004
MS,WELLCARE,H1416-044,Wellcare Dual Liberty,HMO POS,MAPD,DSNP,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$0 ,"$5,000 ",$500 ,$750 per ear,24 One Way,$175 Mth,"See OTC - Gas, Food, Util, Rent, DVH, Asst",,Wellcare Giveback SOB H1416-065 
MS,WELLCARE,H1416-065,Wellcare Giveback,HMO POS,MAPD,GIVEBACK,$7700 IN,$0 ,$81 ,$150 ,$615 (Tiers 3-5),$0 ,$45 ,No Annual Max,$100 ,$350 per ear,n/a,n/a,n/a,,
MS,WELLCARE,H1416-060,Wellcare Patriot Giveback,HMO POS,MA Only,GIVEBACK,$5000 IN,$0 ,$105 ,$0 ,n/a,$0 ,$30 ,No Annual Max,$400 ,$750 per ear,12 One Way,$50 Mth,See OTC - DVH,,
MS,WELLCARE,H1416-072,Wellcare Simple,HMO POS,MAPD,MAPD,$5500 IN,$0 ,$0 ,$0 ,$615 (Tiers 3-5),$0 ,$15 ,"$4,000 ",$400 ,$500 per ear,12 One Way,$45 Mth,See OTC - DVH,,
MS,WELLCARE,H0074-001,Wellcare Simple Open,PPO,MAPD,MAPD,$6750 IN,$0 ,$0 ,$0 ,$615 (Tiers 3-5),$0 ,$25 ,"$2,000 ",$200 ,$500 per ear,n/a,n/a,n/a,,
MS,WELLCARE,H1416-081,Wellcare Dual Reserve ,HMO POS,MAPD,MAPD,$5500 IN,$14.20 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$15 ,"$4,000 ",$300 ,$500 per ear,24 One Way,$72 Mth,"See OTC - Gas, Food, Util, Rent, DVH, Asst",,
MS,WELLCARE,H1416-068,Wellcare Assist,HMO POS,MAPD,MAPD,$6000 IN,$16.30 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$20 ,"$4,000 ",$300 ,$500 per ear,n/a,$24 Mth,See OTC - DVH,,
MS,WELLCARE,H1416-026,Wellcare Low Premium,HMO POS,MAPD,MAPD,$5600 IN,$38 ,$0 ,$0 ,$615 (Tiers 3-5),$0 ,$10 ,"$3,000 ",$400 ,$500 per ear,n/a,$10 Mth,See OTC - DVH,,
MS,DEVOTED,H7355-002-000,Devoted Choice Giveback 002 MS,PPO,MAPD,GIVEBACK,$9250 IN,$0 ,$164.40 ,$0 ,$605 (Tiers 3-5),$0 ,$45 ,$250 ,$200 ,$599-899 CoPayPerAid,n/a,n/a,n/a,,
MS,DEVOTED,H7355-009-000,Devoted Dual Choice Full 009 MS - Medicaid Req,PPO,MAPD,DSNP,$9250 IN,$0-$23.80,$0 , $0-$990,$615 (Tiers 1-5),$0 ,$0 ,"$4,000 ",$400 ,$399-699 CoPayPerAid,n/a,$50 Qtr,"$316 Mth - Food, Util, Rent, Mortgage - SSBCI","QMB+, SLMB+, FBDE",
MS,DEVOTED,H7355-010-000,Devoted CSNP Choice Plus 010 MS,PPO,MAPD,CSNP,$9250 IN,$0-$23.81,$0 , $0-$990,$615 (Tiers 1-5),$0 ,$0 ,"$4,000 ",$400 ,$399-699 CoPayPerAid,n/a,$50 Qtr,"$341 Mth - Food, Util, Rent, Mortgage - SSBCI",,
MS,DEVOTED,H7355-001-000,Devoted Choice 001 MS,PPO,MAPD,MAPD,$5400 IN,$0 ,$0 ,$0 ,$375 (Tiers 3-5),$0 ,$35 ,"$3,500 ",$350 ,$399-699 CoPayPerAid,n/a,$100 Qtr,"$60 Mth - Food, Util, Rent, Mortgage - SSBCI",,
MS,DEVOTED,H7355-003-000,Devoted Dual Choice Plus 003 MS - Medicaid Req,PPO,MAPD,DSNP,$9250 IN,$0-$23.80,$0 , $0-$690,$615 (Tiers 1-5),$0 ,$0 ,"$2,000 ",$375 ,$399-699 CoPayPerAid,n/a,$50 Qtr,"$265 Mth - Food, Util, Rent, Mortgage - SSBCI","QMB, QMB+, SLMB+, FBDE",
MS,DEVOTED,H7355-004-000,Devoted Dual Choice 004 MS - Medicaid Req,PPO,MAPD,DSNP,$5400 IN,$0-$23.80,$0 ,$0 ,$615 (Tiers 1-5),$0 ,$0 ,"$2,000 ",$375 ,$399-699 CoPayPerAid,n/a,$50 Qtr,"$115 Mth - Food, Util, Rent, Mortgage - SSBCI","QI, QDWI, SLMB",
MS,DEVOTED,H7355-007-000,Devoted CSNP Choice Premium 007 MS,PPO,MAPD,CSNP,$5700 IN,$23.80 ,$0 ,$0 ,$615 (Tiers 1-5),$0 ,$40 ,"$2,000 ",$300 ,$399-699 CoPayPerAid,n/a,$50 Qtr,"$190 Mth - Food, Util, Rent, Mortgage - SSBCI",,
MS,DEVOTED,H7355-006-000,Devoted CSNP Choice 006 MS,PPO,MAPD,CSNP,$5700 IN,$0 ,$0 ,$0 ,$395 (Tiers 3-5),$0 ,$35 ,"$3,500 ",$350 ,$199-499 CoPayPerAid,n/a,$120 Qtr,"$49 Mth - Food, Util, Rent, Mortgage - SSBCI",,
MS,AETNA,H3239-014,Aetna MedicareSignature,HMO,MAPD,MAPD,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 3-5),$0 ,$0 ,"$2,000 ",$100 ,$500 per ear ,No,$15 Qtr,n/a,,
MS,AETNA,H5521-470,Aetna MedicareValue Plus,PPO,MAPD,LIS?,$9250 IN,$23.80 ,$0 ,$0 ,$615 (Tiers 3-5),$0 ,$40 ,"$2,000 ",$300 ,$500 per ear ,No,$75 Qtr,"$65  Qtr Chronic & LIS-Food, Util, Transp-SSBCI",,
MS,AETNA,H5521-553,Aetna MedicareSignature Plus,PPO,MAPD,MAPD,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 3-5),$0 ,$55 ,"$1,500 ",$200 ,$500 per ear ,No,$15 Qtr,"$30 Qtr Chronic-Food, Util, Transp -SSBCI",,
MS,AETNA,H3239-005,Aetna MedicareDual Extra,HMO,MAPD,DSNP,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$0 ,"$2,000 ",$300 ,$1250 per ear,24 One Way,$125 Mth,* If Chronic cond - can use OTC for SSBCI,,
MS,AETNA,H3239-012,Aetna MedicareDual Care,HMO,MAPD,DSNP,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$0-$35,"$1,250 ",$200 ,$500 per ear ,12 One Way,$40 Mth,* If Chronic cond - can use OTC for SSBCI,"HVP as PCP, $30 Monthly bonus",
MS,AETNA,H3239-028,Aetna MedicareFull Dual Care,HMO,MAPD,DSNP,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$0 ,"$3,500 ",$275 ,$1250 per ear,36 One Way,$199 Mth,* If Chronic cond - can use OTC for SSBCI,"HVP as PCP, $30 Monthly bonus",
MS,AETNA,H5521-465,Aetna MedicareDual Care,PPO,MAPD,DSNP,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$0-$35,"$1,000 ",$250 ,$1250 per ear,12 One Way,$40 Mth,* If Chronic cond - can use OTC for SSBCI,"HVP as PCP, $30 Monthly bonus",
MS,AETNA,H5521-464,Aetna MedicareDual Extra Care,PPO,MAPD,DSNP,$9250 IN,$0 ,$0 ,$0 ,$615 (Tiers 2-5),$0 ,$0 ,"$1,500 ",$150 ,$500 per ear ,13 One Way,$70 Mth,* If Chronic cond - can use OTC for SSBCI,"HVP as PCP, $30 Monthly bonus",
MS,AETNA,H5521-324,Aetna MedicareEagle Plus,PPO,MA Only,Ma Only,$9250 IN,$0 ,$0 ,$0 ,n/a,$0 ,$35 ,"$4,000 ",$350 ,$500 per ear ,No,$150 Qtr,"$120 Qtr Chronic-Food, Util, Transp -SSBCI",,
MS,HEALTHSPRING,H4513-049-004,HealthSpring Preferred,HMO,MAPD,MAPD,$5100 IN,$0 ,$0 ,$0 ,$200 (Tiers 3-5),$0 ,$15 ,"$2,300 ",$250 ,$399-$1800 CoPay,No,$90 Qtr,n/a,,
MS,HEALTHSPRING,H7849-153-000,HealthSpring True Choice,PPO,MAPD,MAPD,$7500 IN,$0 ,$0 ,$400 ,$250 (Ters 3-5),$0 ,$40 ,$650 ,$175 ,$399-$1800 CoPay,No,$35 Qtr,n/a,,
